locus_tag	ftype	length_bp	gene	EC_number	COG	product
DAIONJJO_00001	gene	1491	dnaA			
DAIONJJO_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DAIONJJO_00002	gene	1209	dnaN			
DAIONJJO_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
DAIONJJO_00003	gene	1158	recF			
DAIONJJO_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DAIONJJO_00004	gene	516				
DAIONJJO_00004	CDS	516				hypothetical protein
DAIONJJO_00005	gene	2145	gyrB1			
DAIONJJO_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DAIONJJO_00006	gene	2517	gyrA1			
DAIONJJO_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DAIONJJO_00007	gene	198				
DAIONJJO_00007	CDS	198				hypothetical protein
DAIONJJO_00008	gene	345				
DAIONJJO_00008	CDS	345				putative protein
DAIONJJO_00009	gene	75				
DAIONJJO_00009	tRNA	75				tRNA-Ile(gat)
DAIONJJO_00010	gene	74				
DAIONJJO_00010	tRNA	74				tRNA-Ala(tgc)
DAIONJJO_00011	gene	108				
DAIONJJO_00011	CDS	108				hypothetical protein
DAIONJJO_00012	gene	438	cwsA			
DAIONJJO_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
DAIONJJO_00013	gene	549	ppiA			
DAIONJJO_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DAIONJJO_00014	gene	153				
DAIONJJO_00014	CDS	153				hypothetical protein
DAIONJJO_00015	gene	360				
DAIONJJO_00015	CDS	360				hypothetical protein
DAIONJJO_00016	gene	282	crgA			
DAIONJJO_00016	CDS	282	crgA			Cell division protein CrgA
DAIONJJO_00017	gene	744				
DAIONJJO_00017	CDS	744				hypothetical protein
DAIONJJO_00018	gene	699	trpG			
DAIONJJO_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DAIONJJO_00019	gene	1881	pknB			
DAIONJJO_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DAIONJJO_00020	gene	1296	pknA			
DAIONJJO_00020	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DAIONJJO_00021	gene	1476	pbpA			
DAIONJJO_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
DAIONJJO_00022	gene	1410	rodA			
DAIONJJO_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
DAIONJJO_00023	gene	1536	pstP			
DAIONJJO_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DAIONJJO_00024	gene	468	fhaB			
DAIONJJO_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
DAIONJJO_00025	gene	1566	fhaA			
DAIONJJO_00025	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
DAIONJJO_00026	gene	85				
DAIONJJO_00026	tRNA	85				tRNA-Leu(cag)
DAIONJJO_00027	gene	969	IMPDH			
DAIONJJO_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DAIONJJO_00028	gene	420	whiB5			
DAIONJJO_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
DAIONJJO_00029	gene	771				
DAIONJJO_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
DAIONJJO_00030	gene	846				
DAIONJJO_00030	CDS	846				hypothetical protein
DAIONJJO_00031	gene	363				
DAIONJJO_00031	CDS	363				putative protein
DAIONJJO_00032	gene	1434				
DAIONJJO_00032	CDS	1434				hypothetical protein
DAIONJJO_00033	gene	318				
DAIONJJO_00033	CDS	318				hypothetical protein
DAIONJJO_00034	gene	306				
DAIONJJO_00034	CDS	306				putative protein
DAIONJJO_00035	gene	144				
DAIONJJO_00035	CDS	144				putative proteinA
DAIONJJO_00036	gene	876				
DAIONJJO_00036	CDS	876				hypothetical protein
DAIONJJO_00037	gene	330				
DAIONJJO_00037	CDS	330				putative protein
DAIONJJO_00038	gene	1506	bioF2_1			
DAIONJJO_00038	CDS	1506	bioF2_1	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
DAIONJJO_00039	gene	813	bioF2_2			
DAIONJJO_00039	CDS	813	bioF2_2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
DAIONJJO_00040	gene	264	acpP			
DAIONJJO_00040	CDS	264	acpP			Acyl carrier protein
DAIONJJO_00041	gene	396				
DAIONJJO_00041	CDS	396			COG3631	putative protein
DAIONJJO_00042	gene	1689	menE_1			
DAIONJJO_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
DAIONJJO_00043	gene	774				
DAIONJJO_00043	CDS	774				putative protein
DAIONJJO_00044	gene	1311				
DAIONJJO_00044	CDS	1311			COG0477	putative MFS-type transporter
DAIONJJO_00045	gene	633				
DAIONJJO_00045	CDS	633				hypothetical protein
DAIONJJO_00046	gene	348				
DAIONJJO_00046	CDS	348				hypothetical protein
DAIONJJO_00047	gene	933				
