locus_tag	ftype	length_bp	gene	EC_number	COG	product
BFNOOKKE_00001	gene	1491	dnaA			
BFNOOKKE_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
BFNOOKKE_00002	gene	1209	dnaN			
BFNOOKKE_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
BFNOOKKE_00003	gene	1158	recF			
BFNOOKKE_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
BFNOOKKE_00004	gene	516				
BFNOOKKE_00004	CDS	516				hypothetical protein
BFNOOKKE_00005	gene	2145	gyrB1			
BFNOOKKE_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
BFNOOKKE_00006	gene	2517	gyrA1			
BFNOOKKE_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
BFNOOKKE_00007	gene	198				
BFNOOKKE_00007	CDS	198				hypothetical protein
BFNOOKKE_00008	gene	306				
BFNOOKKE_00008	CDS	306				putative protein
BFNOOKKE_00009	gene	75				
BFNOOKKE_00009	tRNA	75				tRNA-Ile(gat)
BFNOOKKE_00010	gene	74				
BFNOOKKE_00010	tRNA	74				tRNA-Ala(tgc)
BFNOOKKE_00011	gene	138				
BFNOOKKE_00011	CDS	138				hypothetical protein
BFNOOKKE_00012	gene	438	cwsA			
BFNOOKKE_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
BFNOOKKE_00013	gene	549	ppiA			
BFNOOKKE_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
BFNOOKKE_00014	gene	153				
BFNOOKKE_00014	CDS	153				hypothetical protein
BFNOOKKE_00015	gene	360				
BFNOOKKE_00015	CDS	360				hypothetical protein
BFNOOKKE_00016	gene	282	crgA			
BFNOOKKE_00016	CDS	282	crgA			Cell division protein CrgA
BFNOOKKE_00017	gene	744				
BFNOOKKE_00017	CDS	744				hypothetical protein
BFNOOKKE_00018	gene	699	trpG			
BFNOOKKE_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
BFNOOKKE_00019	gene	1881	pknB			
BFNOOKKE_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
BFNOOKKE_00020	gene	1296	pknA			
BFNOOKKE_00020	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
BFNOOKKE_00021	gene	1476	pbpA			
BFNOOKKE_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
BFNOOKKE_00022	gene	1410	rodA			
BFNOOKKE_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
BFNOOKKE_00023	gene	1536	pstP			
BFNOOKKE_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
BFNOOKKE_00024	gene	468	fhaB			
BFNOOKKE_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
BFNOOKKE_00025	gene	1584	fhaA			
BFNOOKKE_00025	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
BFNOOKKE_00026	gene	85				
BFNOOKKE_00026	tRNA	85				tRNA-Leu(cag)
BFNOOKKE_00027	gene	270				
BFNOOKKE_00027	CDS	270				hypothetical protein
BFNOOKKE_00028	gene	969	IMPDH			
BFNOOKKE_00028	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
BFNOOKKE_00029	gene	420	whiB5			
BFNOOKKE_00029	CDS	420	whiB5			Transcriptional regulator WhiB5
BFNOOKKE_00030	gene	771				
BFNOOKKE_00030	CDS	771			COG1396	putative HTH-type transcriptional regulator
BFNOOKKE_00031	gene	846				
BFNOOKKE_00031	CDS	846				hypothetical protein
BFNOOKKE_00032	gene	363				
BFNOOKKE_00032	CDS	363				putative protein
BFNOOKKE_00033	gene	1347				
BFNOOKKE_00033	CDS	1347				hypothetical protein
BFNOOKKE_00034	gene	318				
BFNOOKKE_00034	CDS	318				hypothetical protein
BFNOOKKE_00035	gene	306				
BFNOOKKE_00035	CDS	306				putative protein
BFNOOKKE_00036	gene	144				
BFNOOKKE_00036	CDS	144				putative proteinA
BFNOOKKE_00037	gene	876				
BFNOOKKE_00037	CDS	876				hypothetical protein
BFNOOKKE_00038	gene	330				
BFNOOKKE_00038	CDS	330				putative protein
BFNOOKKE_00039	gene	2316	bioF2			
BFNOOKKE_00039	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
BFNOOKKE_00040	gene	264	acpP			
BFNOOKKE_00040	CDS	264	acpP			Acyl carrier protein
BFNOOKKE_00041	gene	396				
BFNOOKKE_00041	CDS	396			COG3631	putative protein
BFNOOKKE_00042	gene	1689	menE_1			
BFNOOKKE_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
BFNOOKKE_00043	gene	774				
BFNOOKKE_00043	CDS	774				putative protein
BFNOOKKE_00044	gene	1311				
BFNOOKKE_00044	CDS	1311			COG0477	putative MFS-type transporter
BFNOOKKE_00045	gene	633				
BFNOOKKE_00045	CDS	633				hypothetical protein
BFNOOKKE_00046	gene	348				
BFNOOKKE_00046	CDS	348				hypothetical protein
BFNOOKKE_00047	gene	933				
BFNOOKKE_00047	CDS	933				Proline-rich 28 kDa antigen
BFNOOKKE_00048	gene	2877	leuS			
BFNOOKKE_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
BFNOOKKE_00049	gene	627				
BFNOOKKE_00049	CDS	627				hypothetical protein
BFNOOKKE_00050	gene	735				
BFNOOKKE_00050	CDS	735			COG1802	putative HTH-type transcriptional regulator
BFNOOKKE_00051	gene	795	rutA			
BFNOOKKE_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
BFNOOKKE_00052	gene	897				
BFNOOKKE_00052	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
BFNOOKKE_00053	gene	1104	ino1			
BFNOOKKE_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
BFNOOKKE_00054	gene	543				
BFNOOKKE_00054	CDS	543				hypothetical protein
BFNOOKKE_00055	gene	870				
BFNOOKKE_00055	CDS	870				putative protein
BFNOOKKE_00056	gene	414				
BFNOOKKE_00056	CDS	414				putative protein
BFNOOKKE_00057	gene	2463	ponA1			
BFNOOKKE_00057	CDS	2463	ponA1		COG0744	Penicillin-binding protein 1A
BFNOOKKE_00058	gene	1683				
BFNOOKKE_00058	CDS	1683				hypothetical protein
BFNOOKKE_00059	gene	639	inhA_1			
BFNOOKKE_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
BFNOOKKE_00060	gene	291	rpsF			
BFNOOKKE_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
BFNOOKKE_00061	gene	495	ssb			
BFNOOKKE_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
BFNOOKKE_00062	gene	255	rpsR1_1			
BFNOOKKE_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
BFNOOKKE_00063	gene	459	rplI			
BFNOOKKE_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
BFNOOKKE_00064	gene	522				
BFNOOKKE_00064	CDS	522				hypothetical protein
BFNOOKKE_00065	gene	2625	dnaB			
BFNOOKKE_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
BFNOOKKE_00066	gene	693				
BFNOOKKE_00066	CDS	693				hypothetical protein
BFNOOKKE_00067	gene	1059				
BFNOOKKE_00067	CDS	1059				hypothetical protein
BFNOOKKE_00068	gene	654				
BFNOOKKE_00068	CDS	654				hypothetical protein
BFNOOKKE_00069	gene	1014	cenA			
BFNOOKKE_00069	CDS	1014	cenA	3.2.1.4	COG5297	Endoglucanase A
BFNOOKKE_00070	gene	1440	yvdP			
BFNOOKKE_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
BFNOOKKE_00071	gene	156				
BFNOOKKE_00071	CDS	156				hypothetical protein
BFNOOKKE_00072	gene	2940				
BFNOOKKE_00072	CDS	2940				hypothetical protein
BFNOOKKE_00073	gene	240				
BFNOOKKE_00073	CDS	240				hypothetical protein
BFNOOKKE_00074	gene	402	vapC9_1			
BFNOOKKE_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
BFNOOKKE_00075	gene	2238	icd2			
BFNOOKKE_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
BFNOOKKE_00076	gene	570				
BFNOOKKE_00076	CDS	570				hypothetical protein
BFNOOKKE_00077	gene	912				
BFNOOKKE_00077	CDS	912				hypothetical protein
BFNOOKKE_00078	gene	1386	sdaA			
BFNOOKKE_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
BFNOOKKE_00079	gene	1278	glyA2			
BFNOOKKE_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
BFNOOKKE_00080	gene	91				
BFNOOKKE_00080	misc_RNA	91				Glycine
BFNOOKKE_00081	gene	711				
BFNOOKKE_00081	CDS	711				hypothetical protein
BFNOOKKE_00082	gene	99				
BFNOOKKE_00082	misc_RNA	99				Intron_gpII
BFNOOKKE_00083	gene	1050				
BFNOOKKE_00083	CDS	1050			COG0577	putative ABC transporter permease
BFNOOKKE_00084	gene	993				
BFNOOKKE_00084	CDS	993			COG0664	putative ABC transporter ATP-binding protein
BFNOOKKE_00085	gene	1236	hutI_1			
BFNOOKKE_00085	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
BFNOOKKE_00086	gene	1173	metC			
BFNOOKKE_00086	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
BFNOOKKE_00087	gene	390				
BFNOOKKE_00087	CDS	390				hypothetical protein
BFNOOKKE_00088	gene	831	oleB			
BFNOOKKE_00088	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
BFNOOKKE_00089	gene	606	tetC			
BFNOOKKE_00089	CDS	606	tetC			Transposon Tn10 TetC protein
BFNOOKKE_00090	gene	594				
BFNOOKKE_00090	CDS	594				hypothetical protein
BFNOOKKE_00091	gene	207				
BFNOOKKE_00091	CDS	207				hypothetical protein
BFNOOKKE_00092	gene	822				
BFNOOKKE_00092	CDS	822				Dormancy associated translation inhibitor
BFNOOKKE_00093	gene	459				
BFNOOKKE_00093	CDS	459				putative protein
BFNOOKKE_00094	gene	345				
BFNOOKKE_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
BFNOOKKE_00095	gene	480	hycG			
BFNOOKKE_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
BFNOOKKE_00096	gene	1923	hyfB			
BFNOOKKE_00096	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
BFNOOKKE_00097	gene	951	hycD			
BFNOOKKE_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
BFNOOKKE_00098	gene	663				
BFNOOKKE_00098	CDS	663				hypothetical protein
BFNOOKKE_00099	gene	1467	ndhB			
BFNOOKKE_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
BFNOOKKE_00100	gene	1476	hycE			
BFNOOKKE_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
BFNOOKKE_00101	gene	480				
BFNOOKKE_00101	CDS	480				putative protein
BFNOOKKE_00102	gene	594	COQ3_1			
BFNOOKKE_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
BFNOOKKE_00103	gene	771				
BFNOOKKE_00103	CDS	771			COG3305	putative protein
BFNOOKKE_00104	gene	768	mtnN			
BFNOOKKE_00104	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BFNOOKKE_00105	gene	2286	ctpA			
BFNOOKKE_00105	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
BFNOOKKE_00106	gene	711				
BFNOOKKE_00106	CDS	711			COG5660	putative protein
BFNOOKKE_00107	gene	960				
BFNOOKKE_00107	CDS	960				putative protein
BFNOOKKE_00108	gene	366				
BFNOOKKE_00108	CDS	366				putative protein
BFNOOKKE_00109	gene	1392				
BFNOOKKE_00109	CDS	1392				hypothetical protein
BFNOOKKE_00110	gene	870				
BFNOOKKE_00110	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
BFNOOKKE_00111	gene	552				
BFNOOKKE_00111	CDS	552				putative protein
BFNOOKKE_00112	gene	1599				
BFNOOKKE_00112	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
BFNOOKKE_00113	gene	249				
BFNOOKKE_00113	CDS	249				putative protein
BFNOOKKE_00114	gene	7539	dltA			
BFNOOKKE_00114	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BFNOOKKE_00115	gene	1923				
BFNOOKKE_00115	CDS	1923			COG3336	putative protein
BFNOOKKE_00116	gene	2259	ctpB			
BFNOOKKE_00116	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
BFNOOKKE_00117	gene	1515				
BFNOOKKE_00117	CDS	1515				hypothetical protein
BFNOOKKE_00118	gene	285				
BFNOOKKE_00118	CDS	285				hypothetical protein
BFNOOKKE_00119	gene	1197				
BFNOOKKE_00119	CDS	1197			COG0523	putative protein
BFNOOKKE_00120	gene	4878	ctpI_1			
BFNOOKKE_00120	CDS	4878	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
BFNOOKKE_00121	gene	243				
BFNOOKKE_00121	CDS	243				hypothetical protein
BFNOOKKE_00122	gene	1491				
BFNOOKKE_00122	CDS	1491				hypothetical protein
BFNOOKKE_00123	gene	750	glpG			
BFNOOKKE_00123	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
BFNOOKKE_00124	gene	2058				
BFNOOKKE_00124	CDS	2058				hypothetical protein
BFNOOKKE_00125	gene	957	rmd			
BFNOOKKE_00125	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
BFNOOKKE_00126	gene	624	gmhA			
BFNOOKKE_00126	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
BFNOOKKE_00127	gene	573	hisB_1			
BFNOOKKE_00127	CDS	573	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
BFNOOKKE_00128	gene	1161	hddA			
BFNOOKKE_00128	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
BFNOOKKE_00129	gene	189				
BFNOOKKE_00129	CDS	189				hypothetical protein
BFNOOKKE_00130	gene	756	ldtA			
BFNOOKKE_00130	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
BFNOOKKE_00131	gene	945	oxyR			
BFNOOKKE_00131	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
BFNOOKKE_00132	gene	1749	oxc			
BFNOOKKE_00132	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
BFNOOKKE_00133	gene	1629	sauT			
BFNOOKKE_00133	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
BFNOOKKE_00134	gene	2145				
BFNOOKKE_00134	CDS	2145			COG0480	Elongation factor G-like protein
BFNOOKKE_00135	gene	435				
BFNOOKKE_00135	CDS	435				hypothetical protein
BFNOOKKE_00136	gene	183				
BFNOOKKE_00136	CDS	183				hypothetical protein
BFNOOKKE_00137	gene	369				
BFNOOKKE_00137	CDS	369				hypothetical protein
BFNOOKKE_00138	gene	1635				
BFNOOKKE_00138	CDS	1635				hypothetical protein
BFNOOKKE_00139	gene	1068				
BFNOOKKE_00139	CDS	1068				hypothetical protein
BFNOOKKE_00140	gene	1806	treS			
BFNOOKKE_00140	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
BFNOOKKE_00141	gene	1368	mak			
BFNOOKKE_00141	CDS	1368	mak	2.7.1.175		Maltokinase
BFNOOKKE_00142	gene	780				
BFNOOKKE_00142	CDS	780				hypothetical protein
BFNOOKKE_00143	gene	1023	fbpC			
BFNOOKKE_00143	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
BFNOOKKE_00144	gene	456				
BFNOOKKE_00144	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
BFNOOKKE_00145	gene	1344	bbsG			
BFNOOKKE_00145	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
BFNOOKKE_00146	gene	1083	fgd2			
BFNOOKKE_00146	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
BFNOOKKE_00147	gene	606				
BFNOOKKE_00147	CDS	606				hypothetical protein
BFNOOKKE_00148	gene	903				
BFNOOKKE_00148	CDS	903		3.3.2.10		Soluble epoxide hydrolase
BFNOOKKE_00149	gene	606				
BFNOOKKE_00149	CDS	606				hypothetical protein
BFNOOKKE_00150	gene	1326				
BFNOOKKE_00150	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
BFNOOKKE_00151	gene	549	msrA			
BFNOOKKE_00151	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BFNOOKKE_00152	gene	504				
BFNOOKKE_00152	CDS	504				hypothetical protein
BFNOOKKE_00153	gene	1023	auaH			
BFNOOKKE_00153	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
BFNOOKKE_00154	gene	381				
BFNOOKKE_00154	CDS	381				hypothetical protein
BFNOOKKE_00155	gene	411				
BFNOOKKE_00155	CDS	411				hypothetical protein
BFNOOKKE_00156	gene	927				
BFNOOKKE_00156	CDS	927				hypothetical protein
BFNOOKKE_00157	gene	1479	clcB			
BFNOOKKE_00157	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
BFNOOKKE_00158	gene	843				
BFNOOKKE_00158	CDS	843				hypothetical protein
BFNOOKKE_00159	gene	954				
BFNOOKKE_00159	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
BFNOOKKE_00160	gene	933				
BFNOOKKE_00160	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
BFNOOKKE_00161	gene	1473	aldH1			
BFNOOKKE_00161	CDS	1473	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
BFNOOKKE_00162	gene	861				
BFNOOKKE_00162	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
BFNOOKKE_00163	gene	969				
BFNOOKKE_00163	CDS	969		1.3.1.103		2-haloacrylate reductase
BFNOOKKE_00164	gene	288				
BFNOOKKE_00164	CDS	288				hypothetical protein
BFNOOKKE_00165	gene	1767				
BFNOOKKE_00165	CDS	1767				hypothetical protein
BFNOOKKE_00166	gene	1473				
BFNOOKKE_00166	CDS	1473				hypothetical protein
BFNOOKKE_00167	gene	225				
BFNOOKKE_00167	CDS	225				putative PE-PGRS family protein PE_PGRS24
BFNOOKKE_00168	gene	831				
BFNOOKKE_00168	CDS	831				hypothetical protein
BFNOOKKE_00169	gene	1212	caiA_1			
BFNOOKKE_00169	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
BFNOOKKE_00170	gene	1101	pntAA			
BFNOOKKE_00170	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
BFNOOKKE_00171	gene	333				
BFNOOKKE_00171	CDS	333				hypothetical protein
BFNOOKKE_00172	gene	1428	pntB			
BFNOOKKE_00172	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
BFNOOKKE_00173	gene	126				
BFNOOKKE_00173	CDS	126				hypothetical protein
BFNOOKKE_00174	gene	645	kstR2_1			
BFNOOKKE_00174	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
BFNOOKKE_00175	gene	1407	PE3_1			
BFNOOKKE_00175	CDS	1407	PE3_1			PE family protein PE3
BFNOOKKE_00176	gene	1509	PE3_2			
BFNOOKKE_00176	CDS	1509	PE3_2			PE family protein PE3
BFNOOKKE_00177	gene	1374				
BFNOOKKE_00177	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
BFNOOKKE_00178	gene	1119	adhB_1			
BFNOOKKE_00178	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
BFNOOKKE_00179	gene	456				
BFNOOKKE_00179	CDS	456				hypothetical protein
