locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHMKLJIA_00001	gene	1491	dnaA			
AHMKLJIA_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AHMKLJIA_00002	gene	1209	dnaN			
AHMKLJIA_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
AHMKLJIA_00003	gene	1158	recF			
AHMKLJIA_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
AHMKLJIA_00004	gene	516				
AHMKLJIA_00004	CDS	516				hypothetical protein
AHMKLJIA_00005	gene	2145	gyrB1			
AHMKLJIA_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
AHMKLJIA_00006	gene	2517	gyrA1			
AHMKLJIA_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
AHMKLJIA_00007	gene	198				
AHMKLJIA_00007	CDS	198				hypothetical protein
AHMKLJIA_00008	gene	306				
AHMKLJIA_00008	CDS	306				putative protein
AHMKLJIA_00009	gene	75				
AHMKLJIA_00009	tRNA	75				tRNA-Ile(gat)
AHMKLJIA_00010	gene	74				
AHMKLJIA_00010	tRNA	74				tRNA-Ala(tgc)
AHMKLJIA_00011	gene	108				
AHMKLJIA_00011	CDS	108				hypothetical protein
AHMKLJIA_00012	gene	138				
AHMKLJIA_00012	CDS	138				hypothetical protein
AHMKLJIA_00013	gene	438	cwsA			
AHMKLJIA_00013	CDS	438	cwsA			Cell wall synthesis protein CwsA
AHMKLJIA_00014	gene	549	ppiA			
AHMKLJIA_00014	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
AHMKLJIA_00015	gene	153				
AHMKLJIA_00015	CDS	153				hypothetical protein
AHMKLJIA_00016	gene	360				
AHMKLJIA_00016	CDS	360				hypothetical protein
AHMKLJIA_00017	gene	282	crgA			
AHMKLJIA_00017	CDS	282	crgA			Cell division protein CrgA
AHMKLJIA_00018	gene	744				
AHMKLJIA_00018	CDS	744				hypothetical protein
AHMKLJIA_00019	gene	699	trpG			
AHMKLJIA_00019	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
AHMKLJIA_00020	gene	1881	pknB			
AHMKLJIA_00020	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
AHMKLJIA_00021	gene	1296	pknA			
AHMKLJIA_00021	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
AHMKLJIA_00022	gene	1476	pbpA			
AHMKLJIA_00022	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
AHMKLJIA_00023	gene	1410	rodA			
AHMKLJIA_00023	CDS	1410	rodA		COG0772	putative FtsW-like protein
AHMKLJIA_00024	gene	1536	pstP			
AHMKLJIA_00024	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
AHMKLJIA_00025	gene	468	fhaB			
AHMKLJIA_00025	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
AHMKLJIA_00026	gene	1584	fhaA			
AHMKLJIA_00026	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
AHMKLJIA_00027	gene	85				
AHMKLJIA_00027	tRNA	85				tRNA-Leu(cag)
AHMKLJIA_00028	gene	969	IMPDH			
AHMKLJIA_00028	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
AHMKLJIA_00029	gene	420	whiB5			
AHMKLJIA_00029	CDS	420	whiB5			Transcriptional regulator WhiB5
AHMKLJIA_00030	gene	771				
AHMKLJIA_00030	CDS	771			COG1396	putative HTH-type transcriptional regulator
AHMKLJIA_00031	gene	846				
AHMKLJIA_00031	CDS	846				hypothetical protein
AHMKLJIA_00032	gene	363				
AHMKLJIA_00032	CDS	363				putative protein
AHMKLJIA_00033	gene	1347				
AHMKLJIA_00033	CDS	1347				hypothetical protein
AHMKLJIA_00034	gene	318				
AHMKLJIA_00034	CDS	318				hypothetical protein
AHMKLJIA_00035	gene	306				
AHMKLJIA_00035	CDS	306				putative protein
AHMKLJIA_00036	gene	144				
AHMKLJIA_00036	CDS	144				putative proteinA
AHMKLJIA_00037	gene	876				
AHMKLJIA_00037	CDS	876				hypothetical protein
AHMKLJIA_00038	gene	330				
AHMKLJIA_00038	CDS	330				putative protein
AHMKLJIA_00039	gene	2316	bioF2			
AHMKLJIA_00039	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
AHMKLJIA_00040	gene	264	acpP			
AHMKLJIA_00040	CDS	264	acpP			Acyl carrier protein
AHMKLJIA_00041	gene	396				
AHMKLJIA_00041	CDS	396			COG3631	putative protein
AHMKLJIA_00042	gene	1689	menE_1			
AHMKLJIA_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
